Select,Time,Misalignment
2,0.0,[6.5309068]
2,0.00012501562695336918,[4.01215167]
2,0.00025003125390673836,[4.12634655]
2,0.00037504688086010754,[3.15892148]
2,0.0005000625078134767,[2.41918723]
2,0.000625078134766846,[1.95169766]
2,0.0007500937617202151,[1.94636951]
2,0.0008751093886735842,[1.87833401]
2,0.0010001250156269534,[1.8287224]
2,0.0011251406425803227,[1.82573231]
2,0.001250156269533692,[1.8215446]
2,0.001375171896487061,[1.79747071]
2,0.0015001875234404302,[1.78508112]
2,0.0016252031503937994,[1.77130474]
2,0.0017502187773471684,[1.71502773]
2,0.0018752344043005376,[1.7110508]
2,0.002000250031253907,[1.70881327]
2,0.002125265658207276,[1.65953115]
2,0.0022502812851606453,[1.63937895]
2,0.0023752969121140144,[1.63738756]
2,0.002500312539067384,[1.56637603]
2,0.002625328166020753,[1.47168327]
2,0.002750343792974122,[1.46760092]
2,0.0028753594199274913,[1.46172926]
2,0.0030003750468808603,[1.46399767]
2,0.0031253906738342293,[1.45722399]
2,0.0032504063007875988,[1.45467051]
2,0.003375421927740968,[1.45462673]
2,0.003500437554694337,[1.45562979]
2,0.0036254531816477063,[1.45551768]
2,0.0037504688086010753,[1.44981857]
2,0.0038754844355544447,[1.447053]
2,0.004000500062507814,[1.43888493]
2,0.004125515689461183,[1.43400477]
2,0.004250531316414552,[1.42194145]
2,0.004375546943367921,[1.42336929]
2,0.004500562570321291,[1.42261423]
2,0.004625578197274659,[1.37016833]
2,0.004750593824228029,[1.36149471]
2,0.004875609451181398,[1.3520397]
2,0.005000625078134768,[1.35141994]
2,0.005125640705088136,[1.35074098]
2,0.005250656332041506,[1.34098911]
2,0.005375671958994875,[1.33995109]
2,0.005500687585948244,[1.34232498]
2,0.005625703212901613,[1.33793031]
2,0.005750718839854983,[1.3340709]
2,0.005875734466808351,[1.33442327]
2,0.006000750093761721,[1.32902127]
2,0.00612576572071509,[1.32722308]
2,0.006250781347668459,[1.32364864]
2,0.006375796974621828,[1.30751226]
2,0.0065008126015751976,[1.30868895]
2,0.006625828228528566,[1.30924835]
2,0.006750843855481936,[1.30261188]
2,0.006875859482435305,[1.30065652]
2,0.007000875109388674,[1.29393927]
2,0.007125890736342043,[1.29210317]
2,0.0072509063632954125,[1.28645058]
2,0.007375921990248782,[1.28505972]
2,0.0075009376172021506,[1.2851235]
2,0.00762595324415552,[1.28455373]
2,0.0077509688711088895,[1.28446116]
2,0.007875984498062259,[1.25892417]
2,0.008001000125015627,[1.23546088]
2,0.008126015751968996,[1.23052252]
2,0.008251031378922366,[1.23078586]
2,0.008376047005875735,[1.22981675]
2,0.008501062632829104,[1.23020403]
2,0.008626078259782474,[1.2045478]
2,0.008751093886735842,[1.19195094]
2,0.008876109513689211,[1.17905876]
2,0.009001125140642581,[1.17169604]
2,0.00912614076759595,[1.16770326]
2,0.009251156394549319,[1.16315456]
2,0.009376172021502689,[1.16300535]
2,0.009501187648456057,[1.16273605]
2,0.009626203275409426,[1.15961003]
2,0.009751218902362796,[1.15906885]
2,0.009876234529316165,[1.14022849]
2,0.010001250156269535,[1.13159927]
2,0.010126265783222904,[1.13161584]
2,0.010251281410176272,[1.13071452]
2,0.010376297037129643,[1.12422022]
2,0.010501312664083011,[1.12404392]
2,0.01062632829103638,[1.12119295]
2,0.01075134391798975,[1.11092636]
2,0.010876359544943119,[1.11352413]
2,0.011001375171896487,[1.11169323]
2,0.011126390798849858,[1.10565023]
2,0.011251406425803226,[1.10584707]
2,0.011376422052756595,[1.10575005]
2,0.011501437679709965,[1.09490027]
2,0.011626453306663334,[1.09185418]
2,0.011751468933616702,[1.07798186]
2,0.011876484560570073,[1.07675862]
2,0.012001500187523441,[1.07678288]
2,0.01212651581447681,[1.07549753]
2,0.01225153144143018,[1.06963547]
2,0.012376547068383549,[1.06874799]
2,0.012501562695336917,[1.06294277]
2,0.012626578322290288,[1.05566706]
2,0.012751593949243656,[1.05579136]
2,0.012876609576197025,[1.05189703]
2,0.013001625203150395,[1.05118225]
2,0.013126640830103764,[1.04478553]
2,0.013251656457057132,[1.04474043]
2,0.013376672084010503,[1.03297941]
2,0.013501687710963871,[1.02607678]
2,0.01362670333791724,[1.01358506]
2,0.01375171896487061,[1.01409067]
2,0.013876734591823979,[0.85977568]
2,0.014001750218777347,[0.82832841]
2,0.014126765845730718,[0.79722455]
2,0.014251781472684086,[0.79614673]
2,0.014376797099637456,[0.77549228]
2,0.014501812726590825,[0.76700559]
2,0.014626828353544194,[0.76704679]
2,0.014751843980497564,[0.75859555]
2,0.014876859607450933,[0.74721211]
2,0.015001875234404301,[0.73837722]
2,0.015126890861357671,[0.73945172]
2,0.01525190648831104,[0.73853227]
2,0.015376922115264409,[0.7321681]
2,0.015501937742217779,[0.70523696]
2,0.015626953369171147,[0.70389538]
2,0.015751968996124518,[0.64154093]
2,0.015876984623077885,[0.63637513]
2,0.016002000250031255,[0.63159066]
2,0.016127015876984625,[0.63089592]
2,0.016252031503937992,[0.62917919]
2,0.016377047130891362,[0.62851607]
2,0.016502062757844733,[0.61928158]
2,0.0166270783847981,[0.61881035]
2,0.01675209401175147,[0.61470034]
2,0.01687710963870484,[0.60865796]
2,0.017002125265658207,[0.60452273]
2,0.017127140892611577,[0.59753656]
2,0.017252156519564948,[0.59412381]
2,0.017377172146518315,[0.59300457]
2,0.017502187773471685,[0.58933294]
2,0.017627203400425055,[0.56236047]
2,0.017752219027378422,[0.56284721]
2,0.017877234654331792,[0.55553281]
2,0.018002250281285163,[0.54960525]
2,0.01812726590823853,[0.55097647]
2,0.0182522815351919,[0.54009125]
2,0.01837729716214527,[0.52613878]
2,0.018502312789098637,[0.52505415]
2,0.018627328416052007,[0.52097493]
2,0.018752344043005378,[0.52066735]
2,0.018877359669958745,[0.52069781]
2,0.019002375296912115,[0.51221406]
2,0.019127390923865485,[0.49242272]
2,0.019252406550818852,[0.49064412]
2,0.019377422177772222,[0.48895784]
2,0.019502437804725593,[0.48691181]
2,0.01962745343167896,[0.46717307]
2,0.01975246905863233,[0.46699474]
2,0.0198774846855857,[0.45863209]
2,0.02000250031253907,[0.45794492]
2,0.020127515939492437,[0.44587232]
2,0.020252531566445808,[0.44031522]
2,0.020377547193399178,[0.42473031]
2,0.020502562820352545,[0.4251257]
2,0.020627578447305915,[0.41648561]
2,0.020752594074259285,[0.40835339]
2,0.020877609701212652,[0.40641954]
2,0.021002625328166023,[0.39302003]
2,0.021127640955119393,[0.37402498]
2,0.02125265658207276,[0.35728196]
2,0.02137767220902613,[0.33188891]
2,0.0215026878359795,[0.32938445]
2,0.021627703462932867,[0.3162957]
2,0.021752719089886238,[0.299624]
2,0.021877734716839608,[0.27917007]
2,0.022002750343792975,[0.24404221]
2,0.022127765970746345,[0.23553577]
2,0.022252781597699715,[0.23590212]
2,0.022377797224653082,[0.23263837]
2,0.022502812851606453,[0.22870385]
2,0.022627828478559823,[0.22742963]
2,0.02275284410551319,[0.22758206]
2,0.02287785973246656,[0.22296071]
2,0.02300287535941993,[0.21861806]
2,0.023127890986373297,[0.21161282]
2,0.023252906613326668,[0.20242351]
2,0.023377922240280038,[0.20081369]
2,0.023502937867233405,[0.18936865]
2,0.023627953494186775,[0.17824115]
2,0.023752969121140145,[0.17854237]
2,0.023877984748093512,[0.17605062]
2,0.024003000375046882,[0.16861403]
2,0.024128016002000253,[0.14875251]
2,0.02425303162895362,[0.14133689]
2,0.02437804725590699,[0.13704073]
2,0.02450306288286036,[0.13510106]
2,0.024628078509813727,[0.13466639]
2,0.024753094136767097,[0.13003489]
2,0.024878109763720468,[0.13008728]
2,0.025003125390673835,[0.11668121]
2,0.025128141017627205,[0.09834197]
2,0.025253156644580575,[0.09902373]
2,0.025378172271533942,[0.09890115]
2,0.025503187898487312,[0.09854043]
2,0.025628203525440683,[0.09855411]
2,0.02575321915239405,[0.09800755]
2,0.02587823477934742,[0.09793492]
2,0.02600325040630079,[0.09698292]
2,0.026128266033254157,[0.09695363]
2,0.026253281660207527,[0.07897007]
2,0.026378297287160898,[0.07891316]
2,0.026503312914114265,[0.07839817]
2,0.026628328541067635,[0.07754786]
